NIT,NOMBRE,CALIFICACION_PROMEDIO
48179102,"Schneider, Baker and Young",3
61994232,"Cunningham, Stewart and Miller",1
91456564,Thompson Ltd,2
92434257,"Mayer, Williams and Elliott",5
61075726,"Carter, Lamb and Patel",2
44740078,Mclaughlin-Lin,3
62706438,Bowman Ltd,2
49120035,Ellison-Rodriguez,5
17204842,Goodman-Castaneda,2
57866543,Navarro-Lloyd,5
44531447,Mullins Ltd,2
52139161,Webb Inc,3
25205169,Peterson-Mckenzie,3
99035525,"Flowers, Edwards and Lyons",4
16640009,Ward Ltd,3
77641007,"Bell, Powell and Bryant",3
03210789,Johnson-Schwartz,4
31889155,"Sanders, Simpson and Costa",4
92303737,Leonard-Harris,3
46295675,"Blair, Holland and Hanson",3
02764030,Jones Ltd,5
18427868,Erickson and Sons,5
93070058,"Herrera, Daugherty and Goodwin",2
47238947,"Williamson, Williams and Anderson",4
53272584,Barnes-Savage,5
13162269,"David, Moore and Phillips",1
81550241,"Johnson, Chapman and Guerrero",2
43908301,"Alvarez, Smith and Anderson",1
83140839,Cohen-Bennett,5
77398031,Smith PLC,2
70932973,Cortez PLC,5
76439926,Rodriguez LLC,2
30899537,"Taylor, Paul and Nelson",3
84606075,"Mcclure, Clark and Snyder",5
44642877,Hall Group,4
33631240,Holt PLC,4
86229951,Mitchell Group,2
37061524,Smith-Clarke,5
91186911,"Peterson, Richards and Hobbs",1
67150113,Ruiz-Hill,5
32570618,"Cantrell, Johnston and Kirby",1
72544709,"Campbell, Davis and Murphy",4
19657677,Harris Ltd,2
44796433,"Mendoza, Craig and Jones",2
29536566,Cannon PLC,3
80729204,"Taylor, Edwards and Ryan",1
35532729,Ortega Ltd,5
07430893,"Miller, Gilmore and Smith",3
84145185,"Romero, Robles and Lowe",5
45273261,Fisher Inc,2
32471311,Johnson PLC,5
91005861,Carpenter Inc,5
27563953,"Olsen, Fernandez and Zamora",1
01770612,Salinas PLC,2
71607436,Rogers-West,2
40166568,Sharp-Mason,1
64576077,Bishop LLC,1
75178666,Walker and Sons,5
40014531,Griffith Inc,4
89630853,Gardner Group,1
86110143,Evans-Moody,1
40147369,"Parker, Porter and Cole",4
12098392,Campbell-Howell,1
76748356,Harper Ltd,4
52937866,Gordon-Pierce,4
32778465,Cooper-Smith,2
41768952,Martinez Ltd,2
24194037,Waters Group,2
99768218,Tran-Landry,5
45315374,Martinez LLC,1
61039681,Smith-Berger,4
89542293,"Moore, Cook and Fletcher",3
92204706,Johnson-Mclean,3
69996405,"Patton, Warren and Thornton",4
52127106,"Gonzalez, White and Obrien",4
39030566,"Davis, Franklin and Jackson",4
82575182,Brown-Scott,5
11162797,"Mercer, Daniel and Hill",5
21151026,Moore-Russell,2
83966088,"Figueroa, Gibson and Garcia",1
99045654,"Brown, Johnston and Harper",4
19066769,Pollard PLC,3
91901866,Bryant Ltd,3
89324318,Baker and Sons,3
78608078,"Ryan, Fitzpatrick and Holmes",4
21500282,"Osborne, Pollard and Sloan",3
76330315,Diaz-Fry,2
71341811,"Kim, Evans and White",3
52450457,Benjamin-Franklin,2
75143541,"Carr, Lindsey and Shaffer",2
99121853,Willis-Nelson,4
82358884,"Rice, Mason and Walker",4
48372909,Cabrera Inc,3
27780701,"Turner, Aguirre and Jones",3
88227023,"Barnes, Jackson and Fowler",2
27924365,"Winters, Washington and Ross",3
23114838,Valenzuela-Melendez,5
00277051,White-Johnson,2
66373629,Black-Fleming,2
52430121,Medina LLC,5
35207443,"Carlson, Bradley and Novak",1
03533642,"Dudley, Jackson and Watson",2
94777796,Melendez LLC,4
92143654,Peterson-Thornton,5
81588381,Ruiz-Klein,3
06368500,Hahn LLC,3
36013296,"Becker, Bass and Perez",1
50464340,Jones-Lopez,2
49237658,Roberts Group,2
21295607,"Sims, Rodriguez and Castaneda",1
29210909,"Smith, White and Murphy",4
42999591,Diaz-Barnett,5
68551353,Wilson Ltd,2
54600973,Gibson Ltd,4
71424521,Wang-Chambers,4
84165022,Michael-Brown,5
41949191,Coleman LLC,3
37074272,Gonzales PLC,4
26649832,"Collins, Berger and Hester",5
81012541,Erickson Inc,1
28107972,Meza-Taylor,3
37672669,Benitez-Merritt,5
94190908,Davis Ltd,5
03466063,Mejia LLC,4
19564432,Obrien-Berry,4
03727232,Roman-Bryant,1
80627968,"Chavez, Miles and Snow",2
10435403,Brown-Coleman,4
52376368,Dunlap-Hill,4
72320730,"Collins, Miles and Oneill",4
00968492,York-Moore,4
35286110,Lawrence-Lucero,1
39434296,"Mercado, Peterson and Cordova",5
82066147,"Bell, Chapman and Bailey",1
02052991,"Jackson, Thompson and Woodard",2
44626983,"West, Powell and Davis",4
45386275,Wall-Carpenter,3
15118158,Porter-Moore,2
43946778,"Ellis, Williams and Russell",1
04684633,"Gross, Harris and Fisher",5
79383189,"Stone, Smith and Aguirre",5
64706627,"Richards, Brown and Brown",4
37804619,"Dawson, Strong and Curry",4
01408119,Hanson-Douglas,3
36010301,Martinez-Williams,3
50287550,Melendez Group,2
95389738,Jackson-Swanson,5
01319057,"Soto, Thomas and Potter",5
58138946,Morgan Inc,1
29700035,Andrews-Smith,5
10310434,Haynes and Sons,1
68581770,Lewis-Hall,5
49799378,Perez-Allen,3
03834275,Smith PLC,3
14474583,Jones Group,4
08880178,Thomas Group,3
73719847,"Jones, Wood and Smith",1
40774909,Wilson Inc,3
19663869,Acosta-Hudson,1
53481146,Hall Group,3
29607082,"Jones, Mendez and Smith",4
61885967,"Smith, Browning and Perez",4
70147087,Ferrell-Norman,1
92466340,"Spears, Williams and Garcia",4
15543318,Anderson-Smith,3
40759869,Harvey and Sons,1
15514769,Johnson-Santiago,1
65269763,Owens and Sons,1
74907373,Stephens-Roberts,3
72652558,Miller Inc,1
27917466,Thompson-Barrera,4
89642641,Delgado-Vaughn,1
12341078,"Mckenzie, Harmon and Tran",2
71513102,"White, Foster and Joseph",4
24767361,Anderson Inc,5
49023466,"Cardenas, Williams and Jackson",1
79885799,Vance-Walton,3
39050168,"Munoz, Baker and Green",2
41496831,"Marshall, Tran and Davis",2
21418471,"Guzman, Brown and Scott",2
64206165,"Johnston, Callahan and Howard",5
93826136,"Melton, Ferguson and Hall",3
54402874,Hoover and Sons,3
99348960,Davis Group,2
65864456,Marks-Lopez,5
81485369,Bauer-Jackson,5
29453573,"Lopez, Hudson and Williams",3
69717246,"Baker, Mejia and Reyes",3
70333329,Meza-Miller,1
35178873,Calhoun PLC,3
65631317,Diaz-Williams,2
43966134,Rodriguez and Sons,1
35611318,"Pratt, Jordan and Gonzales",5
36485963,"Cisneros, Rose and Thompson",2
78692978,Irwin LLC,4
46911742,Foster Ltd,4
90458057,Robinson-Stone,1
11776215,Key Inc,4
87456219,Mendez and Sons,4
81167623,"Hubbard, Willis and Thornton",3
24773898,Taylor Group,5
39648259,"Rios, King and Martinez",2
92555167,Stephens Group,1
34655641,"Davis, Daniels and Barton",2
71133942,White LLC,1
72197905,Jenkins-Smith,2
81724437,Scott Inc,1
63975024,"Sanchez, Chapman and Atkinson",1
78507852,Martin Group,3
73214588,Swanson Inc,1
51778842,Wilson-Patton,2
64919522,Thomas PLC,3
52302879,Dunn LLC,1
73883289,Escobar-Austin,2
72221129,Duran and Sons,5
78685383,Jones-Moore,5
66286448,Valdez and Sons,3
39308467,Foster-Nelson,3
48088527,Reid Group,3
86603508,"Morgan, Weaver and Williams",4
94521733,Cummings-Martinez,4
53254757,Pierce-Robinson,3
45797255,Rogers Inc,4
53693730,Chapman-Valdez,4
99294359,Washington-Fernandez,2
18882568,"Dodson, Cameron and Silva",1
38705618,"Smith, Adams and Jones",2
88382951,Holt Ltd,1
42862628,Terry Group,2
47931060,"Sanchez, Boyd and Evans",1
65847985,"Lewis, Lindsey and Cannon",3
55708357,"Fox, Hernandez and Hoover",1
57126807,Howell LLC,4
24865241,"Crawford, Ramos and Mason",1
23196179,Snyder Group,5
40475400,"Parker, Crane and Smith",1
47013698,Simmons-Mason,4
81510993,Miller-Armstrong,2
56023657,Gray and Sons,3
89255087,Potter Inc,5
66295488,Dunn-Anderson,5
53850546,"Cooper, Smith and Fisher",1
30440517,"Lopez, Robinson and Sanchez",5
48874540,Kent LLC,4
41449851,Dougherty Group,2
33373676,Prince PLC,5
08953353,Moody Group,5
49684612,"Wolfe, Murray and Coleman",2
43037711,Andrade-Lopez,1
87039085,Mayo-Hahn,4
18427004,Bailey-Bryant,3
24921572,Hernandez-Pierce,1
00740623,Evans Inc,4
73296201,Donaldson-Burns,2
55914031,Griffin Ltd,1
56372687,"Tran, Snyder and Rodriguez",2
11068761,Moore-Thomas,4
33721149,"Perez, Austin and Brown",5
47481305,Berger-Thompson,1
97166405,"Banks, Robinson and Taylor",4
08932716,"Rhodes, Ayers and Simmons",1
37256920,Scott Ltd,3
82453749,"George, Morris and Dyer",2
80977209,Compton LLC,2
07240386,Arroyo-Hayes,3
03534168,Anderson Group,3
36258215,Gonzalez-Jones,1
06954918,Cohen-Hartman,4
09967038,Williams PLC,1
96925911,Jones-Davis,5
92631601,"Davis, Allen and Carr",3
95497044,Deleon-Strickland,3
25662290,Rhodes Ltd,5
70846805,"Wilson, Turner and Howard",5
30578036,Smith-Miranda,5
32891485,Rollins Group,3
02843353,"Conner, Lopez and Robbins",4
33508955,Russell LLC,1
39130495,Harris-Glass,1
43655557,"Smith, Carr and Hernandez",3
42712114,"Hale, Wise and Terrell",3
78285101,"Alexander, Powell and Watson",1
44063344,Sanders-Allen,1
69769528,Morrison-Walker,4
75469665,Dixon LLC,5
46539380,Young-Elliott,2
56772678,Collins Group,4
94118629,Miller LLC,2
85520424,"Stephens, Trevino and Bridges",2
86933322,Torres-Davis,3
24297608,"Richardson, Mccall and Shaw",4
19576473,Lewis-Owen,4
11044857,Lang Group,4
45749360,Le and Sons,3
42865711,Little Ltd,5
52980510,Stevens-Mcdonald,3
98999668,"Tapia, Erickson and Gallagher",4
14312311,"Carter, Rice and Branch",5
61930049,Archer Inc,3
55915717,"Simpson, Dickerson and Brown",4
42238164,Mooney Inc,2
59277545,Dalton-Goodman,1
30249844,"Ortiz, Robinson and Anderson",5
06311230,Rush Inc,4
31744980,Pena-Francis,2
00885720,"Mata, Norton and Silva",4
40090610,Whitaker-Cox,4
59361534,Ramirez and Sons,1
65939536,"Buckley, Briggs and Velez",1
29873487,Miller-Day,5
48380232,"Henderson, Chavez and Moore",4
86479486,Sanford-May,2
60011916,Hoover LLC,2
87939781,Sanchez Group,1
72880647,"Johnston, Brown and Johnson",5
83840036,Edwards-Cannon,4
20808846,Mooney and Sons,3
32569018,"Andrews, Hall and Hayes",2
53710024,Smith Inc,1
04345985,"Riddle, Mata and Lane",1
53530509,Riley Ltd,1
45718250,Houston-Mccall,2
58213629,"Flores, Harvey and Stevens",5
99886516,"Moyer, Vazquez and Harris",4
27054246,Miller LLC,1
57255040,Flynn-Gross,1
35885542,Powers LLC,4
23300644,"Swanson, Guzman and Brennan",1
01148237,"Young, Rowland and Padilla",3
50881536,"Silva, Cruz and Simmons",2
75140724,Harmon-Brooks,2
78702141,Banks Inc,3
79351645,Jackson-Wilson,3
24107945,"Golden, Walsh and Johnson",1
68347116,"Hunt, Blackwell and Smith",1
95668987,"Saunders, Welch and Stevens",4
14079276,"Acevedo, Wagner and Anderson",3
95149288,"Lee, Kirby and Merritt",5
11065661,"Griffin, Lucas and Phillips",1
72010396,Jennings-Owens,3
87000733,Matthews-Rodriguez,1
12535644,"Wright, Mack and Morrison",4
08911827,Rubio Group,5
94094589,"Jones, Estes and Mason",2
18697483,Johnson PLC,2
32165142,Jones LLC,4
35844280,Humphrey-Ortega,4
36211845,"Jennings, Vasquez and Cook",4
68911638,Hill-Sanford,1
60187154,White-Parrish,4
15738738,Ferguson Inc,3
08544148,"Livingston, Arnold and Joseph",1
85502727,"White, Hudson and Wheeler",4
43715664,Anderson Group,3
83911705,"Whitney, Bridges and Day",1
27429143,Austin Ltd,2
22583543,Howard Group,4
63809763,"Nelson, Navarro and Johnson",5
52829345,Webb and Sons,5
00718233,Garcia Group,5
59032687,"Smith, Robinson and Hill",2
88910123,Gibbs Inc,4
22248961,Dalton-Frey,1
94199130,Goodman and Sons,5
07162138,"Rosario, Smith and Wood",3
49343410,"Ramos, Heath and Howard",4
64231457,"Simmons, Vargas and Montoya",1
73400196,Hansen Inc,4
60282880,"Hodges, Petersen and Rose",1
36874750,"Wong, Peterson and George",2
70185546,Graham Group,5
48092074,Smith-Melendez,4
98666539,"Gilbert, Sanchez and Mckenzie",2
72312094,"Blake, Sanchez and Cooper",4
25875027,"Brooks, Steele and Price",4
12792771,Payne LLC,2
51536527,Johnson PLC,1
69768552,Thornton Ltd,2
12861590,Stewart PLC,2
26336152,Simmons Group,5
05349845,Willis-Marsh,2
73223405,James Inc,3
39823861,Banks-Olson,1
75583736,"Jacobs, Wilson and Wheeler",5
08624604,Hughes-Stevenson,5
42088035,Gallegos PLC,3
18361322,"Nelson, Payne and Jackson",2
32247510,Jones LLC,2
38493980,Jones-Guzman,1
16806894,Mahoney Group,2
30901384,Tran-Mullins,4
02804606,"Farley, Koch and Knapp",2
79635578,Humphrey PLC,4
29763429,"Adams, Goodwin and Brown",5
78313446,Cooper-Smith,2
63366136,Brown-Cameron,4
13371647,Parker Ltd,2
38495557,Hernandez Group,4
92727397,Petersen Ltd,1
27197271,Howell PLC,4
27682562,Thompson-Smith,3
36523849,"Soto, Miranda and Morton",5
59294917,Valdez-Norman,1
48457408,Jensen Group,1
93265737,Powell PLC,1
92949409,Ramirez Group,5
99294311,"Jacobson, Porter and Wallace",5
79516594,"Fritz, Smith and Holder",1
54610330,Lane Ltd,5
49102550,"Rodriguez, Parker and Brown",1
19492476,Johnston Inc,1
37427009,"Williams, Greene and Hernandez",2
82909369,Patterson PLC,3
67713912,Green Inc,3
59469940,"Sullivan, Hartman and Hanson",2
97165149,Dalton-Humphrey,1
48804707,"Day, Johnson and Delacruz",1
22191014,"Scott, Lopez and Patel",1
73792475,"Richards, Warner and Ewing",5
26172866,Owens-Williams,1
82673079,Sanchez-Hooper,3
55239004,Cohen Group,3
34386842,Mitchell-Haas,5
51473372,King Ltd,3
11692911,"Soto, Kirby and Kennedy",4
01676259,Meyer-Solis,5
77632456,"Lawson, Hunter and Davis",2
47867925,"Green, Murray and Jordan",4
64492735,Hall-Francis,4
45897047,Sanford-Lopez,4
47643710,"George, Braun and Ortiz",5
43574018,Booker-Martinez,5
30423107,"Drake, Nunez and Ramirez",3
75623630,"Kennedy, Mason and Park",5
54531123,Walker-Crawford,3
57187327,"Coleman, Cruz and Delgado",5
81153565,"Smith, Drake and James",4
39484178,Gray LLC,2
42105282,"Robinson, Pena and Garcia",5
80938545,Calderon Ltd,4
46626325,"Collins, Fowler and Smith",2
51763503,Strickland PLC,1
29005284,Gonzales-Newman,4
67975075,"Hayes, Jones and Hoover",1
65830499,Riley-Oliver,2
73403142,"Silva, Everett and Johnson",2
23018792,Cunningham and Sons,2
97051183,White-Turner,2
81394913,Vazquez-Ryan,3
38058455,Gilbert Inc,4
86893855,"Green, Lucas and Murphy",1
21573491,"Campbell, Richardson and Walsh",4
86056212,Brown Ltd,4
55395458,Conner and Sons,2
97382737,"Perez, Reyes and Santiago",1
66441366,"Robinson, Arroyo and Vance",3
53275714,Salazar-French,4
78816589,"Callahan, Weaver and Murphy",5
46135223,"Todd, Booth and Simmons",1
73044567,Wall-Long,4
65408414,Ford-Vargas,2
58113790,Ramirez-Camacho,3
76514920,Pena and Sons,3
31653145,Thompson-Williams,4
57114415,"Owens, Newman and Casey",4
52149528,"Moore, Smith and Bradford",3
11523741,Johnson Inc,5
74283019,Williams-Nelson,4
62143110,Stevens Ltd,3
92981270,Smith-Stanley,3
51402020,White Ltd,2
33240725,"Cross, Winters and Mcgee",5
49890969,Gallegos PLC,4
51157456,"Olson, Foley and Copeland",1
01214772,Stevens-Jones,5
05257898,"Simpson, Bonilla and Garrett",5
61097056,Crawford Inc,4
74996674,Foster Inc,1
48110709,"Williams, Jensen and Mckee",4
02744056,Davis-Moore,4
79741248,Merritt and Sons,2
73590774,King and Sons,3
99564605,Hurley-Soto,2
35186007,"Carrillo, Morgan and Hopkins",1
01354058,"Cooper, Cohen and Gill",2
94605402,White-Ramirez,4
12392926,Barber Group,1
97808541,Sloan-Wilson,3
35302643,Richardson-York,5
34052853,Smith Group,5
29751228,"Williams, Cox and Roach",5
41719800,Terry Group,4
56984880,Cox-Richardson,5
24365031,"Davis, Hill and Harris",5
60018588,"Holmes, White and Robinson",5
41039915,"Wilkerson, Lewis and Anderson",3
35086611,Sullivan Inc,5
00819992,Schmidt Inc,4
04930532,Grimes-Norton,1
49612592,Haney PLC,4
34676851,Forbes Inc,5
23081758,Sullivan-Watts,1
64015125,Garrett-Turner,4
31416665,Johnson-Clark,5
86369855,Griffin-Woods,4
51855857,Schultz Ltd,2
07831331,"Schultz, Mccoy and Clark",4
18241969,"Wagner, Gibbs and Johnson",2
70932980,"Allen, Fitzgerald and Thompson",5
05866649,Jones Ltd,1
55039468,Bailey-Washington,5
37216122,Tapia and Sons,2
64581866,"Hall, Williams and Choi",4
25267488,Schroeder-Garcia,4
09593268,"Harrison, Becker and Rodgers",4
25921328,French Ltd,5
18009965,"Rivera, Jones and Ellis",4
64642024,Briggs-Caldwell,3
09150904,Ramos Group,1
59225515,Griffith-Sanders,1
70201154,Glover-Baldwin,3
50488742,Harrell-Saunders,4
24774468,Park-Pierce,3
73522508,Ho-Owen,2
74192533,"Austin, Mcdonald and Thomas",4
97918639,Parrish-Baker,1
82039615,Delgado Ltd,2
58549940,"Cardenas, Cooke and Morrison",3
51291723,Robinson-Scott,5
94283419,Garcia-Conner,3
44127565,Holder-Adams,5
86031851,Rogers and Sons,5
44808556,Irwin Group,3
12284511,Pugh PLC,1
97505167,Perkins-Daniel,5
90071614,"Fischer, Donaldson and Mcclain",4
92684096,Bennett Inc,4
02095882,Smith Ltd,5
48091220,"Little, Chan and Reyes",4
50783847,Hughes and Sons,3
48791687,Hayes and Sons,3
29036936,"Morris, Dixon and Anderson",1
14865466,"Young, Brooks and Ruiz",4
22174574,"Price, Davis and Paul",2
36826568,"Vazquez, Peterson and Contreras",4
10043615,"Johnson, Fleming and Ramirez",5
98868704,Nicholson and Sons,2
97844013,"Jones, Garcia and Maldonado",4
00931861,"Carr, Hill and Larson",2
72938454,"Gonzalez, Navarro and Smith",1
80857334,Hardy PLC,3
68138257,Herrera-Middleton,1
10027325,Hurst-Jackson,4
15420442,Dixon-Patterson,2
09032200,Green-Graves,3
20978488,"Williams, Peterson and Quinn",2
65210260,"Coleman, Cooper and Robles",3
59478744,"Brock, Castillo and Rose",4
61102316,Ali LLC,4
36504596,Aguilar LLC,2
36304325,Hall-Mahoney,4
79529518,"Rosales, Foster and Irwin",5
40935904,Andrews LLC,2
68161156,"Davies, Keller and Smith",3
36892853,Owens-Reed,4
60168313,Williams and Sons,5
03335239,"Parker, Smith and Cannon",2
04873532,Kent-Farrell,4
65556085,Brown-Hester,5
99772895,"Young, Jensen and Reese",1
96774168,"Lane, Bush and Blevins",5
77770332,Moore-Wheeler,4
67001491,"Smith, Ward and Lutz",2
44121471,Anderson-Jones,1
56438949,Miller-Moon,5
84725035,Palmer Inc,5
66566120,Rojas-Lawrence,1
00686150,Nelson Group,2
42468578,Anderson-Jarvis,1
22573315,Moore-Gallegos,3
88078540,Nguyen LLC,3
35266563,Porter Ltd,3
52417979,Ramirez PLC,2
14000546,Washington and Sons,4
82388317,Rice-Rivera,4
35988946,Nelson-Bridges,1
33830124,Padilla-Paul,3
53818911,Guzman-Mcdaniel,3
83016615,"Castro, Santos and Hamilton",1
91365743,Ruiz-Allen,1
20801717,Dawson and Sons,2
78601932,"Ramirez, Williams and Johnson",4
35746218,Cruz-Clark,5
16503724,"Alexander, Smith and Wu",2
53423856,"Robinson, Santiago and Contreras",5
42462446,Neal Ltd,3
87220117,Rose Inc,1
70123784,Lopez-Schmitt,1
06264765,Reynolds and Sons,3
66318811,Sims PLC,3
04095989,Sullivan-Hester,4
47796874,Murphy Group,3
32262483,Hebert-Smith,1
79703093,"Conner, Cobb and Webb",5
83555534,Moon Group,5
44080426,Garcia-Atkins,2
18253634,Spencer and Sons,4
09444249,Duffy Inc,1
17029810,Cohen-Garrett,1
37112790,Martin Group,2
67580422,"Collins, Butler and Fleming",4
25609653,Jimenez-Price,5
89489840,Bell-Lloyd,4
63569391,Kelly-Cummings,1
32549645,Brown PLC,4
77168276,James-Khan,3
95666174,"Tran, Pennington and Patterson",2
55088398,Perkins-Williams,3
03120040,Williams-Fowler,3
26238357,"Mcdonald, Harvey and Ross",1
38575341,"Peters, Ayala and Tucker",2
59634621,Ochoa and Sons,3
25394252,"Clark, Johnson and Rice",4
61812239,Evans-Russell,1
29683611,Moore Ltd,2
69977336,"Martinez, Haas and Baker",2
54690097,"Allen, Dillon and Owens",3
68327859,"Fisher, Holmes and Hunt",1
94370621,Carpenter Group,4
70797794,Gates-Mata,2
22150790,Smith PLC,1
45265099,Ramirez-Green,5
41733059,Johnson-Pennington,1
37812782,"Harris, Morris and Carr",2
39816023,Robinson-Miller,2
98710768,Foster and Sons,5
78386761,"Garcia, Blevins and Liu",1
73173052,"White, Padilla and Williams",2
19014876,Thompson Ltd,4
88039374,"Keith, Fox and Gregory",1
59565451,Bruce LLC,3
53101808,Walker Group,2
99167622,Thomas-Brown,4
76665189,Cain-Walters,5
40859941,"Bailey, King and Marks",4
40595313,"Ray, Moore and Frazier",2
97200741,"Salazar, Miller and Goodman",5
73295020,Hodges Group,4
75863340,Clark Inc,1
70363432,"Moreno, Smith and Schneider",2
71736785,Mejia Inc,3
64829487,"Silva, Stevens and Mcdonald",2
39329998,Maldonado PLC,2
39146304,"Moss, Lucero and Wells",1
10263501,Reyes-Rogers,1
74761418,"Marshall, Potts and Leon",5
00506052,Jackson-Larsen,2
22739766,Krueger-Tran,3
17734431,"Bruce, Jones and Avila",5
82487751,Baird LLC,1
91987310,Coffey and Sons,2
56246001,Haley LLC,4
13046705,Long-Murphy,5
41817667,Walker Inc,2
87361971,Moore-Le,3
57791302,Butler-Roberts,5
91689337,Carroll and Sons,1
62461009,Atkinson Ltd,5
54621459,Knight PLC,4
37019723,"Fuller, Campbell and Jones",2
93615105,Bell LLC,4
17756693,Robinson Group,3
80274018,Nelson Ltd,3
77140197,Campos Ltd,3
22302489,Morris-Alexander,3
09310599,"Bartlett, Johnson and Perkins",3
61808386,Salazar-Rodriguez,2
62717618,"Brown, Johnson and Lopez",5
62773669,Mccall-Arias,4
21778278,"Bryant, Kirk and Shah",3
62224734,"Smith, Walsh and Brown",1
09259492,Duncan-Brooks,4
08164551,Smith LLC,3
60254627,Porter-May,3
17799430,Holmes Ltd,3
21206207,Price-Smith,1
02991085,Jennings Ltd,2
83154508,Wood and Sons,4
16043893,Summers PLC,2
74837397,Peterson-Smith,3
64959696,Gray Group,3
90683459,Mayer-Stanley,4
51993825,French-Jones,2
66958086,"Stafford, Carroll and Thomas",3
29587643,Phillips-Archer,1
17255202,Gregory-Mora,2
66925200,Small-Rogers,5
45545658,"Carter, Harrison and Bradley",1
53116253,Adams-Tapia,1
25646221,Gonzalez-Ward,4
46711694,Smith and Sons,4
34824290,Montgomery-Wiley,4
07937033,Yu-Parker,3
89089453,"Baker, Pennington and Fernandez",4
83843938,Robinson Ltd,2
93071840,Blair LLC,4
97251965,Williams PLC,4
53298188,"Hall, Lawrence and Ross",1
56643008,"Carroll, Thompson and Welch",2
62136617,Stout-Lloyd,5
27426326,Patel-Bell,3
48884655,Cox-Atkinson,2
21743283,"Flores, Rodriguez and Jones",1
90646676,"Sherman, Murray and Benton",2
63630114,Hendricks LLC,5
44251666,"Russell, Maldonado and Briggs",2
33084527,"Mitchell, Holmes and Wilkinson",3
00132572,Obrien-Gallegos,3
94483475,"Church, Thomas and Bailey",3
90166952,Holloway Group,3
15291578,Holloway-Gardner,1
97065227,Knox-Williams,1
71793146,"Chavez, Johnson and Delgado",2
36469529,"Brewer, Combs and Flores",4
78990531,Meyer Ltd,3
92054349,Terry LLC,5
48219990,Scott LLC,1
85445901,Copeland Ltd,2
78546929,Klein Group,5
02186467,Cruz Ltd,5
84093134,"Johnson, May and Welch",5
15259448,Miller Inc,4
90807077,Scott-Davis,4
92826496,"Williams, Norton and Moyer",3
52481307,Ortiz-Small,3
34138748,Stanton-Moore,5
68877422,"Simpson, Smith and Harris",1
20651558,"Harrington, Young and Rice",5
57818146,Ponce-Reese,5
55817028,Cole and Sons,4
03961414,"Jacobson, Williams and Barker",1
64885223,Thompson-Meyer,4
28025726,Brooks-Jimenez,1
28772361,Stewart-Ellis,3
74673056,Smith LLC,5
22252982,Johnson Group,5
89293287,"Smith, Kim and Garcia",5
03125472,Bishop Inc,3
71500362,Klein PLC,4
42685883,Hampton-Simpson,5
61750661,Vargas-Williams,3
82306465,"Hobbs, Hays and Houston",2
43409471,Moore Inc,3
42125181,Lowe-Boyd,4
05565047,Stewart PLC,2
71002316,Hinton LLC,1
90227639,Robles-Stone,5
75237479,Nguyen-Douglas,1
57533469,Park-Lambert,5
44154530,Jarvis LLC,1
86670227,Woodard Group,4
33116716,Acosta-Watts,2
51032531,Leonard PLC,2
53140524,"Nelson, Morrison and Sloan",1
79070119,Thompson-Rice,1
05381654,Foley PLC,1
49077582,Chavez-Schroeder,3
80698432,"Hutchinson, Smith and Santiago",2
01965827,Garcia-Ward,1
78940543,Bradley LLC,1
65713006,Evans-Knight,3
97921363,Fitzgerald Ltd,5
06269005,Miller LLC,2
12931583,"Hughes, Campos and Martinez",4
79606523,Pennington and Sons,2
53357397,Khan Group,2
38143588,Garrison Inc,1
67923441,Moss-Nguyen,5
85322363,Nelson Ltd,2
60785312,Griffin Inc,1
19405643,"Smith, Perez and Rivers",4
93527385,Morgan-Smith,2
68047733,"Shaw, Browning and Hamilton",2
63787320,"Jones, Nelson and Escobar",4
23415539,Watkins-Holden,2
36054442,Burnett-Garcia,3
32948592,Arnold-Black,1
31636339,Fowler-Avery,1
97035602,Buchanan-Stewart,2
49932973,"Ross, Castro and Hawkins",4
58151815,Cordova-Spencer,5
30580985,"Barnes, Sanchez and Hughes",3
49949544,"Smith, Gentry and Mays",3
78538177,Smith and Sons,4
70430745,Murphy and Sons,2
56444612,"Brown, Robles and Young",4
58563960,"Stevenson, Taylor and Levine",5
61893078,"Medina, Williams and Clark",2
90499388,Rogers-Gomez,1
17133166,Cummings-Fuller,2
99562656,Moore Group,3
46148186,"Werner, Madden and Foster",1
96133880,Diaz-Galvan,2
54122413,Schultz-Mathews,4
22635266,"Brown, Arnold and Harrison",1
00662444,Hall-Smith,4
11145219,Kelley-Smith,4
06164225,"Watts, Wolfe and Ferguson",1
75217501,"Holland, Beard and Campbell",4
57252285,Wilson LLC,2
41266182,"Galloway, Hall and Ramos",3
17380713,Foster PLC,2
43994243,"Williams, Robinson and Johnson",4
53231840,"Hogan, Duncan and Walsh",2
66307914,Jones-Schmitt,2
09392410,Ferguson LLC,1
28882589,Davidson LLC,5
19902814,"Rodriguez, Merritt and Williams",2
55307307,"Kim, Burton and Herrera",1
40794747,Green LLC,5
35924623,Johnson-Castillo,3
98293278,Jones-Wyatt,2
10196779,Evans-Deleon,1
16947788,"Flores, Smith and Jones",3
74199532,Moon LLC,5
86238595,"Church, Davis and Gray",1
29629961,Richardson-Garcia,3
70051124,Elliott Inc,4
14015946,Long LLC,1
31019484,"Kramer, Williams and Petersen",3
65108116,"Morris, Willis and Chavez",5
91621429,"Butler, Evans and Marsh",4
89512104,"Thompson, Flores and Brown",1
11125631,Hardin Ltd,1
22885906,Sanchez-Thornton,4
37070472,Mcdowell-Adams,5
40944838,"Pollard, Lucas and Young",4
