ID,ID_CONTENEDOR_ACTUAL,EXISTENCIAS_ACTUALES,NIVEL_REORDEN
40285,40285,9182452,13247
40286,40286,7438276,97908
40287,40287,682272,70518
40288,40288,7075129,43295
40289,40289,6120009,51192
40290,40290,7000788,82408
40291,40291,6681765,43061
40292,40292,1351232,42172
40293,40293,6551815,86945
40294,40294,8315874,56499
40295,40295,5613795,41197
40296,40296,8306288,21187
40297,40297,5196383,57055
40298,40298,4334054,98168
40299,40299,4077516,22378
40300,40300,5239492,96929
40301,40301,1401044,42052
40302,40302,3301582,1060
40303,40303,8078067,15566
40304,40304,1381473,1415
40305,40305,2290053,31724
40306,40306,7008197,23020
40307,40307,7821562,40610
40308,40308,4591347,92310
40309,40309,5153791,36549
40310,40310,8629968,61295
40311,40311,157230,74900
40312,40312,4407992,72520
40313,40313,2102699,45773
40314,40314,7671360,66827
40315,40315,1137797,65961
40316,40316,2104383,1898
40317,40317,479921,92313
40318,40318,9870471,8502
40319,40319,3514203,35488
40320,40320,7166286,71623
40321,40321,7959611,61955
40322,40322,1415300,66115
40323,40323,4463025,59324
40324,40324,5717829,77122
40325,40325,6598551,37691
40326,40326,4970547,71345
40327,40327,3608256,10274
40328,40328,1514233,44837
40329,40329,7815769,70721
40330,40330,8435690,5051
40331,40331,9583750,93115
40332,40332,3632121,64807
40333,40333,8402303,46112
40334,40334,2117458,69354
40335,40335,1209737,92396
40336,40336,370663,13904
40337,40337,2155732,16160
40338,40338,1271897,33865
40339,40339,8098398,53639
40340,40340,7799924,66134
40341,40341,5173995,46801
40342,40342,7653272,14326
40343,40343,4958151,9247
40344,40344,4987113,58643
40345,40345,1526651,82722
40346,40346,9021941,33875
40347,40347,7220149,22894
40348,40348,3414438,89987
40349,40349,993409,4677
40350,40350,9952412,50145
40351,40351,9673947,97641
40352,40352,4075077,73579
40353,40353,1280697,35656
40354,40354,2720795,35800
40355,40355,1433666,5595
40356,40356,8865257,47581
40357,40357,9436124,64977
40358,40358,6691340,42329
40359,40359,8681438,88649
40360,40360,2247924,25871
40361,40361,7873470,92447
40362,40362,2209174,2574
40363,40363,189344,11362
40364,40364,2789678,8157
40365,40365,1063407,65522
40366,40366,461904,5514
40367,40367,7047705,21487
40368,40368,236834,45879
40369,40369,4680436,80916
40370,40370,2074230,92289
40371,40371,9396227,78587
40372,40372,3647134,45021
40373,40373,7779795,90977
40374,40374,1102094,69012
40375,40375,7146547,89062
40376,40376,8271910,47345
40377,40377,6579280,32841
40378,40378,4229280,45090
40379,40379,7885170,15514
40380,40380,2155170,48461
40381,40381,9273003,73856
40382,40382,8044868,77007
40383,40383,6012212,59656
40384,40384,1009256,28443
40385,40385,6173936,63488
40386,40386,3177184,42394
40387,40387,4546924,83658
40388,40388,8384357,95768
40389,40389,2704620,54308
40390,40390,9051614,51238
40391,40391,4727310,13345
40392,40392,1721848,57186
40393,40393,4123265,95666
40394,40394,8476465,24108
40395,40395,1988477,2696
40396,40396,8548393,87359
40397,40397,8492683,825
40398,40398,9029624,53052
40399,40399,5221941,91840
40400,40400,8013850,26879
40401,40401,799957,93169
40402,40402,179695,59206
40403,40403,9555746,59301
40404,40404,7150110,7527
40405,40405,7693052,74096
40406,40406,5150117,68600
40407,40407,3331282,25640
40408,40408,9230917,61078
40409,40409,1396803,39181
40410,40410,7543027,21006
40411,40411,322316,26274
40412,40412,8945932,88520
40413,40413,7265816,42871
40414,40414,4608950,99852
40415,40415,2293079,57840
40416,40416,9507788,21720
40417,40417,5621892,39176
40418,40418,6705683,11022
40419,40419,9713326,38195
40420,40420,2208267,62787
40421,40421,8256033,80059
40422,40422,1826265,32843
40423,40423,8795810,40874
40424,40424,5978492,17908
40425,40425,9372865,8431
40426,40426,8110775,48745
40427,40427,2499490,39976
40428,40428,2374078,89261
40429,40429,1512451,53948
40430,40430,3964607,39286
40431,40431,8565711,67843
40432,40432,5301,37065
40433,40433,1290838,53428
40434,40434,5319078,67638
40435,40435,9862623,20554
40436,40436,4012461,68550
40437,40437,3867450,52667
40438,40438,8580592,77847
40439,40439,5967204,10086
40440,40440,6923216,53259
40441,40441,7469775,12502
40442,40442,4156779,19505
40443,40443,5908703,2231
40444,40444,7537752,83870
40445,40445,5266289,37621
40446,40446,1955681,66393
40447,40447,8981225,41267
40448,40448,2936521,52617
40449,40449,7761775,27714
40450,40450,7664395,18118
40451,40451,5028135,54573
40452,40452,7984775,79894
40453,40453,8673425,30511
40454,40454,1901585,53750
40455,40455,7088148,89705
40456,40456,5438818,66528
40457,40457,2765968,98314
40458,40458,9800934,29375
40459,40459,8528876,65240
40460,40460,8708795,80231
40461,40461,1300918,25555
40462,40462,4562080,88072
40463,40463,3525790,67627
40464,40464,6871352,27340
40465,40465,8889859,82021
40466,40466,8093062,96767
40467,40467,5657912,98470
40468,40468,6052525,96192
40469,40469,2131542,46216
40470,40470,657382,47523
40471,40471,8479153,17261
40472,40472,5816773,60927
40473,40473,7140035,90378
40474,40474,4151501,79958
40475,40475,8574851,8821
40476,40476,49764,6435
40477,40477,11807,43427
40478,40478,1064908,93801
40479,40479,3412518,95867
40480,40480,3203622,27403
40481,40481,1952105,51324
40482,40482,7970573,28732
40483,40483,2110312,67035
40484,40484,4353121,33712
40485,40485,9188592,79346
40486,40486,6362733,58372
40487,40487,6929344,21055
40488,40488,7986005,42972
40489,40489,1581860,13349
40490,40490,9690520,62351
40491,40491,8984579,88880
40492,40492,8955854,5178
40493,40493,2409115,73342
40494,40494,6997416,87711
40495,40495,7816308,31712
40496,40496,5584303,44764
40497,40497,7010696,86024
40498,40498,1058499,65630
40499,40499,126019,62109
40500,40500,3633094,55778
40501,40501,2475728,8123
40502,40502,7384218,25882
40503,40503,5290979,65112
40504,40504,7279217,92563
40505,40505,3361252,26459
40506,40506,2509225,53831
40507,40507,9988086,28
40508,40508,1471683,9744
40509,40509,1708528,65342
40510,40510,8601729,57555
40511,40511,9514571,68046
40512,40512,3234999,3487
40513,40513,4945074,12767
40514,40514,6435771,30151
40515,40515,7876429,67351
40516,40516,1571817,27024
40517,40517,9621618,87104
40518,40518,2372896,62367
40519,40519,3263398,24211
40520,40520,4676979,96810
40521,40521,8787824,14118
40522,40522,1177622,41676
40523,40523,9462951,3862
40524,40524,1674557,95197
40525,40525,3977676,78723
40526,40526,4557558,81948
40527,40527,9907782,38956
40528,40528,7838081,71596
40529,40529,5431697,92101
40530,40530,1750064,85877
40531,40531,7355889,70621
40532,40532,3147590,30076
40533,40533,1180169,91065
40534,40534,2867308,49895
40535,40535,9251728,62926
40536,40536,6395078,63531
40537,40537,6686247,74211
40538,40538,1817525,27064
40539,40539,9111443,50135
40540,40540,8755921,50075
40541,40541,1627291,72353
40542,40542,6159870,92196
40543,40543,1302681,34886
40544,40544,5848660,6283
40545,40545,3326892,83078
40546,40546,3046717,76901
40547,40547,3669659,47931
40548,40548,9438231,87785
40549,40549,45665,10232
40550,40550,3066340,69280
40551,40551,9857417,76411
40552,40552,3237431,86908
40553,40553,8664814,25327
40554,40554,1970394,11311
40555,40555,2001158,35471
40556,40556,4712522,93417
40557,40557,9335328,54112
40558,40558,5140954,16
40559,40559,7780708,9932
40560,40560,8091488,29885
40561,40561,994763,46543
40562,40562,9447024,51295
40563,40563,8234593,64954
40564,40564,8645402,1845
40565,40565,6596471,33477
40566,40566,9179861,73391
40567,40567,4978573,27549
40568,40568,7642262,61000
40569,40569,3896603,15948
40570,40570,366974,95575
40571,40571,2807953,24663
40572,40572,9169860,82181
40573,40573,1452106,42906
40574,40574,9791886,96026
40575,40575,6773679,63238
40576,40576,1825026,47427
40577,40577,5139019,94854
40578,40578,7201319,9903
40579,40579,9986145,123
40580,40580,2876766,73451
40581,40581,2379656,66809
40582,40582,5324110,94187
40583,40583,7367450,71498
40584,40584,5984559,43482
40585,40585,2958198,20313
40586,40586,1261220,41641
40587,40587,985350,42488
40588,40588,3078053,31769
40589,40589,6964255,15217
40590,40590,8664014,50993
40591,40591,4912794,59556
40592,40592,5871173,29433
40593,40593,5405061,54949
40594,40594,3112535,53130
40595,40595,8954691,30581
40596,40596,8370049,75437
40597,40597,1168304,92858
40598,40598,1631900,52747
40599,40599,3145894,86943
40600,40600,8468567,68707
40601,40601,2926702,1464
40602,40602,4645912,23970
40603,40603,2663542,18110
40604,40604,8606698,84902
40605,40605,2489020,49821
40606,40606,2469324,92149
40607,40607,6807872,89893
40608,40608,6060160,57895
40609,40609,465384,83153
40610,40610,8778153,96948
40611,40611,1345629,85510
40612,40612,7106893,98138
40613,40613,8256352,34882
40614,40614,5732207,19826
40615,40615,6546223,8197
40616,40616,8077931,37772
40617,40617,9356902,65478
40618,40618,4064204,71089
40619,40619,8366571,16366
40620,40620,5022532,18128
40621,40621,7860301,30319
40622,40622,1359620,45731
40623,40623,5731131,20290
40624,40624,7879880,46737
40625,40625,8699714,33444
40626,40626,5071290,34759
40627,40627,5757193,417
40628,40628,6952491,31149
40629,40629,4515120,72970
40630,40630,1039011,54935
40631,40631,946814,98689
40632,40632,952957,64733
40633,40633,6901705,14489
40634,40634,2890079,22563
40635,40635,521835,59764
40636,40636,9028835,50343
40637,40637,4876590,66486
40638,40638,6417021,42775
40639,40639,9037614,3148
40640,40640,8056468,74311
40641,40641,504410,12553
40642,40642,4139207,455
40643,40643,2469850,92852
40644,40644,3634662,32744
40645,40645,8308607,33679
40646,40646,4432766,65788
40647,40647,4849540,6153
40648,40648,1440673,4346
40649,40649,9825506,51276
40650,40650,8680122,64325
40651,40651,5187285,51865
40652,40652,9198415,33456
40653,40653,852719,58198
40654,40654,2822283,65149
40655,40655,2646036,79579
40656,40656,5748,49208
40657,40657,3549308,55006
40658,40658,5883162,87390
40659,40659,9067865,37205
40660,40660,5573888,97947
40661,40661,9668581,60308
40662,40662,1678518,61131
40663,40663,6249936,75657
40664,40664,6929070,44956
40665,40665,3821988,25115
40666,40666,8390275,16078
40667,40667,8313354,41983
40668,40668,9765448,90081
40669,40669,7642763,40081
40670,40670,2170586,42884
40671,40671,1730021,97549
40672,40672,1502478,66988
40673,40673,8199798,32826
40674,40674,4347294,67646
40675,40675,4613034,93341
40676,40676,9041684,97626
40677,40677,6103669,64273
40678,40678,5835024,77118
40679,40679,4123895,11222
40680,40680,9190671,60658
40681,40681,271494,2803
40682,40682,4890558,28560
40683,40683,8833882,64869
40684,40684,2795091,57570
40685,40685,3546403,68973
40686,40686,6506656,74360
40687,40687,9711640,71943
40688,40688,6449509,63559
40689,40689,8454752,45604
40690,40690,6881288,28943
40691,40691,833316,93187
40692,40692,5883383,32506
40693,40693,6023560,44072
40694,40694,2224479,3403
40695,40695,7830691,84249
40696,40696,7510411,72131
40697,40697,9311939,20626
40698,40698,8146402,45039
40699,40699,2483939,99302
40700,40700,2871816,77293
40701,40701,2406459,2915
40702,40702,3420042,63608
40703,40703,2181171,6666
40704,40704,2701585,84249
40705,40705,8883115,59341
40706,40706,5106071,46475
40707,40707,1806526,90630
40708,40708,1397754,97749
40709,40709,7646718,67742
40710,40710,6591123,65308
40711,40711,3952196,54878
40712,40712,2880598,37381
40713,40713,1907316,92478
40714,40714,175116,67342
40715,40715,6228404,89505
40716,40716,6589421,28954
40717,40717,1888922,47399
40718,40718,547267,82251
40719,40719,4666219,6110
40720,40720,9060396,96455
40721,40721,242006,58918
40722,40722,283977,76530
40723,40723,2187542,50226
40724,40724,2001484,71121
40725,40725,6395945,14221
40726,40726,7732203,49350
40727,40727,6163554,31932
40728,40728,9365601,1804
40729,40729,9198640,9283
40730,40730,96031,56610
40731,40731,400908,21731
40732,40732,3889522,93367
40733,40733,3575692,52919
40734,40734,1235888,60316
40735,40735,6382299,49397
40736,40736,3654819,45659
40737,40737,5355044,32288
40738,40738,5250158,11124
40739,40739,3035426,33528
40740,40740,3175574,4497
40741,40741,6979106,64075
40742,40742,6455569,1934
40743,40743,4244962,15995
40744,40744,5694165,92131
40745,40745,7271798,81306
40746,40746,6870900,90540
40747,40747,568934,48501
40748,40748,7401719,95564
40749,40749,2105567,42593
40750,40750,5236450,87130
40751,40751,6291327,60060
40752,40752,717559,62946
40753,40753,9682545,64896
40754,40754,8175248,45151
40755,40755,6724742,19790
40756,40756,7580987,80803
40757,40757,8837355,24314
40758,40758,9728957,42170
40759,40759,2035006,84083
40760,40760,3372805,79205
40761,40761,3434249,19115
40762,40762,8592122,32943
40763,40763,4406027,76639
40764,40764,8354822,76973
40765,40765,7084022,5363
40766,40766,5310382,67088
40767,40767,2083065,79549
40768,40768,2289784,11293
40769,40769,977849,88919
40770,40770,3176395,83836
40771,40771,7294809,38199
40772,40772,6059914,19513
40773,40773,8823707,21849
40774,40774,2485446,10984
40775,40775,4042351,39723
40776,40776,7537450,29486
40777,40777,7347770,92042
40778,40778,33146,93208
40779,40779,4246285,67755
40780,40780,1571350,18117
40781,40781,3770175,90919
40782,40782,455312,37309
40783,40783,9779657,73237
40784,40784,9168281,41897
40785,40785,6930295,5653
40786,40786,1522490,86396
40787,40787,7474785,31957
40788,40788,271565,57773
40789,40789,5774947,47368
40790,40790,6527016,50296
40791,40791,5004308,56696
40792,40792,1689547,52156
40793,40793,1218817,25405
40794,40794,3277770,39298
40795,40795,1753337,20016
40796,40796,1634367,57127
40797,40797,4903879,64323
40798,40798,8605272,51971
40799,40799,1158849,14101
40800,40800,7984890,39053
40801,40801,85720,6007
40802,40802,323412,4305
40803,40803,8303431,60254
40804,40804,3448470,5817
40805,40805,5241276,92137
40806,40806,1165500,47680
40807,40807,6301097,37095
40808,40808,4976410,89675
40809,40809,2361764,63713
40810,40810,5356376,45608
40811,40811,3485350,11900
40812,40812,7831353,10662
40813,40813,7512524,79039
40814,40814,9700104,57679
40815,40815,2850435,6704
40816,40816,1262113,3803
40817,40817,8165643,3461
40818,40818,1149669,43602
40819,40819,8672256,53210
40820,40820,563487,95885
40821,40821,5289675,93757
40822,40822,8767101,11989
40823,40823,207011,81631
40824,40824,6050000,20974
40825,40825,2819925,9276
40826,40826,2600264,18069
40827,40827,2670965,54721
40828,40828,8382459,17206
40829,40829,7520578,20699
40830,40830,7398363,3929
40831,40831,3306643,73417
40832,40832,8682538,63447
40833,40833,2055330,61798
40834,40834,5181156,65869
40835,40835,2744400,4011
40836,40836,3592638,80914
40837,40837,7775360,57152
40838,40838,7578138,77571
40839,40839,5060323,86940
40840,40840,8485218,49105
40841,40841,95699,31738
40842,40842,5871403,72701
40843,40843,8748495,1265
40844,40844,6902031,70132
40845,40845,686491,63301
40846,40846,2348471,6409
40847,40847,9017306,20270
40848,40848,8412014,56910
40849,40849,4784833,26136
40850,40850,2504599,26289
40851,40851,4364036,36546
40852,40852,243655,18872
40853,40853,4590874,6699
40854,40854,841405,12085
40855,40855,5039822,96599
40856,40856,5883243,56176
40857,40857,5820604,24321
40858,40858,9345151,42573
40859,40859,8183777,56558
40860,40860,1034212,14729
40861,40861,7404801,20493
40862,40862,9624710,19915
40863,40863,4658996,84512
40864,40864,5388019,9519
40865,40865,464071,35426
40866,40866,4497918,28444
40867,40867,5556839,11825
40868,40868,3719884,23526
40869,40869,7540022,8350
40870,40870,7673368,46565
40871,40871,2272848,79334
40872,40872,5029117,38671
40873,40873,7668470,8764
40874,40874,3766948,93429
40875,40875,9787979,16589
40876,40876,7352411,1085
40877,40877,7069916,82779
40878,40878,2764413,41143
40879,40879,7469664,37399
40880,40880,3833141,38298
40881,40881,5651453,76765
40882,40882,2699090,68573
40883,40883,2694698,75290
40884,40884,7707873,80408
40885,40885,9759369,21666
40886,40886,5233199,56646
40887,40887,273048,44216
40888,40888,771311,6316
40889,40889,7533994,26042
40890,40890,9234839,4887
40891,40891,6016872,20712
40892,40892,6014369,41422
40893,40893,2995224,481
40894,40894,6880465,78467
40895,40895,5258577,70422
40896,40896,4052672,45406
40897,40897,3399593,86367
40898,40898,8258785,95916
40899,40899,1154010,99536
40900,40900,8222015,97141
40901,40901,2200252,99035
40902,40902,7079660,86083
40903,40903,6473730,2968
40904,40904,94103,26640
40905,40905,8580556,83429
40906,40906,1480172,85378
40907,40907,7649194,6364
40908,40908,3820929,80627
40909,40909,9607031,89234
40910,40910,337378,97311
40911,40911,9477296,90477
40912,40912,9174128,75923
40913,40913,4492746,31881
40914,40914,1042500,35192
40915,40915,5310888,93899
40916,40916,1428974,1433
40917,40917,5205822,79107
40918,40918,3180842,753
40919,40919,7745063,91964
40920,40920,476617,9801
40921,40921,2275230,35604
40922,40922,5464816,68741
40923,40923,6378055,13415
40924,40924,3032149,98645
40925,40925,5552977,84083
40926,40926,4728504,80715
40927,40927,3992631,66003
40928,40928,7352656,51115
40929,40929,2944442,47799
40930,40930,7414333,84141
40931,40931,5178350,95244
40932,40932,1357464,66050
40933,40933,4509441,49354
40934,40934,7790021,84104
40935,40935,6991545,4160
40936,40936,1718431,95437
40937,40937,4287652,57773
40938,40938,5467319,60006
40939,40939,3280146,2947
40940,40940,4120663,46635
40941,40941,4451046,7668
40942,40942,1637177,93245
40943,40943,6208112,31711
40944,40944,9063112,19881
40945,40945,9466872,39084
40946,40946,8373237,50725
40947,40947,4231954,31735
40948,40948,2568635,80844
40949,40949,695797,80706
40950,40950,4190343,70286
40951,40951,1425248,73574
40952,40952,6105279,62564
40953,40953,7281156,88253
40954,40954,7735201,60615
40955,40955,1427788,91334
40956,40956,5283795,8855
40957,40957,3094901,54015
40958,40958,2156015,14069
40959,40959,3851205,16933
40960,40960,8311186,55627
40961,40961,8904052,41634
40962,40962,2067803,21
40963,40963,8188359,13345
40964,40964,3941425,94414
40965,40965,1877816,19476
40966,40966,4578924,61037
40967,40967,4938408,85734
40968,40968,2910107,56833
40969,40969,8200014,76637
40970,40970,6829797,1240
40971,40971,7268309,88540
40972,40972,6443266,78705
40973,40973,4664090,904
40974,40974,3536741,53880
40975,40975,9111929,1539
40976,40976,608423,3752
40977,40977,8074617,81743
40978,40978,603886,99160
40979,40979,2110266,84834
40980,40980,1144134,4008
40981,40981,4795226,17198
40982,40982,2806494,69935
40983,40983,2531065,9308
40984,40984,3612593,39880
40985,40985,2296345,59785
40986,40986,504003,63777
40987,40987,5612792,95633
40988,40988,7579288,72847
40989,40989,2314784,19981
40990,40990,187700,4589
40991,40991,2641555,5016
40992,40992,5448012,27028
40993,40993,6249367,9336
40994,40994,8491851,59798
40995,40995,9957322,27136
40996,40996,3807267,44700
40997,40997,501288,82789
40998,40998,7948960,79732
40999,40999,7059167,2229
41000,41000,7731466,20506
41001,41001,5919390,78314
41002,41002,6186187,54405
41003,41003,686624,45187
41004,41004,7539063,16894
41005,41005,1786224,48582
41006,41006,457438,98745
41007,41007,8727938,27546
41008,41008,3226171,58974
41009,41009,2127595,99968
41010,41010,5598907,64138
41011,41011,2108337,27337
41012,41012,9871901,9582
41013,41013,2133640,3854
41014,41014,1412558,26519
41015,41015,9611334,89819
41016,41016,8065362,67786
41017,41017,4430853,23532
41018,41018,4548988,86822
41019,41019,8308487,3091
41020,41020,5298282,33070
41021,41021,586333,44270
41022,41022,496032,18990
41023,41023,1548122,56804
41024,41024,6974384,75376
41025,41025,3759697,99654
41026,41026,547185,59086
41027,41027,3610001,76492
41028,41028,7087060,13415
41029,41029,9025623,16215
41030,41030,9052129,87960
41031,41031,8455597,77400
41032,41032,8446832,42055
41033,41033,3501737,427
41034,41034,5621548,5787
41035,41035,4127304,71688
41036,41036,455651,39132
41037,41037,2951228,7631
41038,41038,5599352,92455
41039,41039,89632,18326
41040,41040,5185187,50142
41041,41041,8575502,84969
41042,41042,8851486,94393
41043,41043,7344254,26883
41044,41044,1717098,78776
41045,41045,8530451,12121
41046,41046,4714553,90088
41047,41047,4197394,84558
41048,41048,1237167,85941
41049,41049,6356212,70697
41050,41050,181331,4507
41051,41051,3206329,23529
41052,41052,6816656,65725
41053,41053,6831394,45431
41054,41054,9089290,95850
41055,41055,1506455,2966
41056,41056,873999,71538
41057,41057,7692075,2832
41058,41058,7358067,9341
41059,41059,4746540,27886
41060,41060,866233,11067
41061,41061,6383367,42713
41062,41062,4192117,38920
41063,41063,6606814,1572
41064,41064,229993,95287
41065,41065,5669039,97879
41066,41066,6347519,22004
41067,41067,4231566,68905
41068,41068,4393153,60066
41069,41069,4325633,40120
41070,41070,5210969,98419
41071,41071,5114560,73021
41072,41072,1080819,37267
41073,41073,7120822,98183
41074,41074,3746516,92636
41075,41075,6318339,16322
41076,41076,1262059,96021
41077,41077,9789373,59309
41078,41078,2522154,60279
41079,41079,1433739,76022
41080,41080,7727136,32334
41081,41081,7135586,34365
41082,41082,2387877,11122
41083,41083,7670105,46255
41084,41084,9496620,11861
41085,41085,134105,99205
41086,41086,8896336,27413
41087,41087,5252085,95431
41088,41088,9225916,29617
41089,41089,2698223,66699
41090,41090,2388403,56056
41091,41091,7904642,27104
41092,41092,7190324,37382
41093,41093,3432463,67828
41094,41094,6796570,76848
41095,41095,2923612,84422
41096,41096,7789186,97576
41097,41097,3701709,88970
41098,41098,2726470,50383
41099,41099,4151995,399
41100,41100,1071366,55648
41101,41101,9006325,39690
41102,41102,3093978,26812
41103,41103,426929,89914
41104,41104,1211261,83135
41105,41105,7606329,70979
41106,41106,7718917,92722
41107,41107,6912756,84447
41108,41108,6530198,92419
41109,41109,4531347,10828
41110,41110,1583397,11233
41111,41111,7158843,5600
41112,41112,6498121,33757
41113,41113,9161246,34640
41114,41114,7764567,3151
41115,41115,5177209,53069
41116,41116,8047113,16286
41117,41117,2815992,67222
41118,41118,1296026,93421
41119,41119,6254483,63165
41120,41120,1754268,85528
41121,41121,2265963,29808
41122,41122,1477691,9973
41123,41123,7130949,25170
41124,41124,6359988,62127
41125,41125,5338693,31993
41126,41126,2535919,78549
41127,41127,9493786,22387
41128,41128,5150907,23575
41129,41129,9437261,73025
41130,41130,893160,55581
41131,41131,7757601,1195
41132,41132,4077482,25326
41133,41133,4017889,68570
41134,41134,3588809,86987
41135,41135,4783305,53778
41136,41136,3934252,66829
41137,41137,2149402,38307
41138,41138,1965802,50512
41139,41139,674000,36069
41140,41140,1578883,14878
41141,41141,6329647,53137
41142,41142,5293054,53021
41143,41143,5366518,35185
41144,41144,2769532,87931
41145,41145,2707662,68807
41146,41146,108947,31948
41147,41147,4125922,38951
41148,41148,4712193,16322
41149,41149,813002,55215
41150,41150,1204537,85971
41151,41151,8336405,42947
41152,41152,5442663,36358
41153,41153,7058025,94033
41154,41154,7783745,8518
41155,41155,1823762,45651
41156,41156,1828335,31214
41157,41157,4785503,33646
41158,41158,1261445,52598
41159,41159,9117831,91913
41160,41160,5728457,37656
41161,41161,1109602,26061
41162,41162,1450163,29681
41163,41163,9974015,89096
41164,41164,2260205,9078
41165,41165,2725736,99668
41166,41166,5331764,96080
41167,41167,5827558,42183
41168,41168,3862699,39763
41169,41169,2759662,88813
41170,41170,4988772,48741
41171,41171,5923670,27813
41172,41172,3921788,99155
41173,41173,4763123,19531
41174,41174,2099640,58561
41175,41175,8445498,24909
41176,41176,1382469,12229
41177,41177,1583691,56615
41178,41178,3746579,93668
41179,41179,7213454,97382
41180,41180,9893966,46648
41181,41181,3676980,52071
41182,41182,3887117,15833
41183,41183,2634779,21727
41184,41184,8293453,75366
41185,41185,6563786,5500
41186,41186,7417109,54327
41187,41187,4276029,14791
41188,41188,891026,43054
41189,41189,2136113,43988
41190,41190,8724698,3231
41191,41191,4786812,62777
41192,41192,9105783,81306
41193,41193,6585120,9953
41194,41194,8235400,81727
41195,41195,2721603,62344
41196,41196,2474530,93255
41197,41197,599148,20386
41198,41198,2384964,57381
41199,41199,1232750,64660
41200,41200,6500705,87377
41201,41201,7812659,35069
41202,41202,7731490,52303
41203,41203,2907290,64357
41204,41204,766673,71545
41205,41205,3175807,74393
41206,41206,6402220,8375
41207,41207,7732013,46665
41208,41208,4999415,23857
41209,41209,4136391,6034
41210,41210,3140721,6045
41211,41211,383107,12096
41212,41212,2510154,73060
41213,41213,2575577,66613
41214,41214,3777217,64154
41215,41215,5332189,39973
41216,41216,7318951,7317
41217,41217,3215937,76282
41218,41218,7484780,84996
41219,41219,7867833,1175
41220,41220,2295295,97643
41221,41221,2051440,87415
41222,41222,6203616,70737
41223,41223,7455378,16439
41224,41224,1015078,32686
41225,41225,9176874,42079
41226,41226,5147247,70801
41227,41227,2098041,37976
41228,41228,1295178,60195
41229,41229,6127401,2297
41230,41230,8034097,73883
41231,41231,8239472,54865
41232,41232,4590167,26843
41233,41233,3560857,845
41234,41234,1584663,99553
41235,41235,4060916,57533
41236,41236,1022174,46712
41237,41237,7764992,95357
41238,41238,5293198,60689
41239,41239,2217341,30059
41240,41240,2299585,61176
41241,41241,9019424,5735
41242,41242,4111541,13170
41243,41243,6778260,23349
41244,41244,1977777,38659
41245,41245,2208921,52279
41246,41246,9991172,64034
41247,41247,5956395,40872
41248,41248,7029741,33545
41249,41249,1744156,83768
41250,41250,4139267,32295
41251,41251,4693665,19019
41252,41252,3197825,4736
41253,41253,8915175,65647
41254,41254,7020072,33212
41255,41255,9276884,79172
41256,41256,5398956,67520
41257,41257,7795607,48286
41258,41258,2872400,63781
41259,41259,5473548,75698
41260,41260,8759785,36195
41261,41261,1650807,88348
41262,41262,3807293,41875
41263,41263,6608821,84137
41264,41264,7454214,91606
41265,41265,5525628,86634
41266,41266,2525135,26561
41267,41267,5473056,66593
41268,41268,1657811,53702
41269,41269,8069339,17576
41270,41270,559628,26855
41271,41271,4734732,28876
41272,41272,863305,35578
41273,41273,6932759,12856
41274,41274,596791,57226
41275,41275,4848758,39499
41276,41276,8235330,20058
41277,41277,8571340,65399
41278,41278,6199597,18796
41279,41279,7736040,59158
41280,41280,4922574,62718
41281,41281,3830628,38430
41282,41282,6481179,40156
41283,41283,6050761,69117
41284,41284,1128550,67844
41285,41285,522158,60233
41286,41286,5052916,93557
41287,41287,3612658,93774
41288,41288,4057384,42129
41289,41289,8366567,77330
41290,41290,3638355,41126
41291,41291,9019490,42450
41292,41292,9109468,54635
41293,41293,9581665,50917
41294,41294,9590508,31204
41295,41295,101804,62425
41296,41296,1392681,29424
41297,41297,4889957,52841
41298,41298,9364686,59829
41299,41299,1855248,77400
41300,41300,5596429,68332
41301,41301,1919305,34734
41302,41302,2001492,58305
41303,41303,3187911,43991
41304,41304,6187578,24520
41305,41305,9993473,88065
41306,41306,7922109,14238
41307,41307,6699093,53245
41308,41308,6037421,51733
41309,41309,1622131,45540
41310,41310,5644972,28030
41311,41311,2941078,58815
41312,41312,1612968,32581
41313,41313,840437,37857
41314,41314,5199704,11874
41315,41315,9668841,6004
41316,41316,820690,80874
41317,41317,9027280,78168
41318,41318,8712643,49792
41319,41319,3451990,4582
41320,41320,6064482,88601
41321,41321,2535955,53991
41322,41322,6196547,95826
41323,41323,8652633,51731
41324,41324,7364342,26071
41325,41325,6671994,84513
41326,41326,884453,69207
41327,41327,7919074,73921
41328,41328,4959168,37771
41329,41329,4840348,69098
41330,41330,4862912,63278
41331,41331,7961820,59185
41332,41332,2872220,85555
41333,41333,9158688,88023
41334,41334,9277418,45880
41335,41335,7367605,55630
41336,41336,8038842,94052
41337,41337,1965895,36298
41338,41338,6655505,52204
41339,41339,6167942,13311
41340,41340,6248577,60871
41341,41341,7298434,78957
41342,41342,5054437,69884
41343,41343,2256314,34788
41344,41344,3862056,47231
41345,41345,2411295,21750
41346,41346,2580838,68984
41347,41347,9267254,46308
41348,41348,9933599,24718
41349,41349,3703850,58954
41350,41350,366722,51501
41351,41351,8542165,80293
41352,41352,236293,73290
41353,41353,9551799,67345
41354,41354,5484164,93816
41355,41355,9314989,71856
41356,41356,9181488,86718
41357,41357,8869738,25130
41358,41358,966258,63407
41359,41359,1254592,84631
41360,41360,2527151,65081
41361,41361,2759516,54279
41362,41362,624529,93382
41363,41363,2119182,74026
41364,41364,7903470,781
41365,41365,6241121,43295
