ID,MEDIDA,UNIDAD_MEDIDA,ESPECIFICACION_EMPACADO,UNIDAD_ESPECIFICACION_EMPACADO
58498,479,gr,963912,volumenCm3
58499,242,ml,574847,volumenCm3
58500,739,ml,692066,volumenCm3
58501,776,ml,910111,volumenCm3
58502,507,ml,644497,pesoGR
58503,390,ml,634116,volumenCm3
58504,685,gr,188011,volumenCm3
58505,722,ml,401449,pesoGR
58506,217,ml,491260,pesoGR
58507,827,gr,298050,volumenCm3
58508,158,gr,343642,pesoGR
58509,132,gr,373946,pesoGR
58510,207,ml,490349,volumenCm3
58511,719,ml,396055,volumenCm3
58512,890,ml,490776,volumenCm3
58513,526,ml,957299,volumenCm3
58514,893,ml,962389,pesoGR
58515,79,gr,540447,volumenCm3
58516,213,ml,393082,volumenCm3
58517,802,gr,325058,pesoGR
58518,323,gr,575302,pesoGR
58519,278,gr,478732,pesoGR
58520,91,ml,956567,pesoGR
58521,495,gr,478783,pesoGR
58522,552,ml,68165,volumenCm3
58523,100,ml,809771,pesoGR
58524,196,ml,408058,volumenCm3
58525,356,gr,736041,volumenCm3
58526,590,ml,663347,volumenCm3
58527,327,ml,849572,volumenCm3
58528,868,ml,387334,pesoGR
58529,890,ml,46352,volumenCm3
58530,130,gr,59179,volumenCm3
58531,409,gr,73499,pesoGR
58532,472,gr,121508,pesoGR
58533,23,ml,490910,pesoGR
58534,228,gr,115251,volumenCm3
58535,773,ml,514258,volumenCm3
58536,127,gr,599942,volumenCm3
58537,249,ml,550999,volumenCm3
58538,405,gr,30606,volumenCm3
58539,673,ml,961552,pesoGR
58540,573,gr,567978,volumenCm3
58541,520,ml,832757,pesoGR
58542,423,gr,384417,pesoGR
58543,189,gr,571363,volumenCm3
58544,357,ml,860845,pesoGR
58545,497,ml,726112,volumenCm3
58546,84,gr,74043,volumenCm3
58547,42,ml,750382,volumenCm3
58548,150,gr,489174,volumenCm3
58549,673,gr,763584,pesoGR
58550,846,ml,961689,pesoGR
58551,152,gr,428551,volumenCm3
58552,630,ml,365031,pesoGR
58553,532,ml,983192,volumenCm3
58554,386,gr,109126,volumenCm3
58555,803,gr,361007,volumenCm3
58556,867,ml,676334,pesoGR
58557,57,ml,718130,pesoGR
58558,946,ml,596869,volumenCm3
58559,274,ml,967922,volumenCm3
58560,235,gr,539135,pesoGR
58561,290,ml,512531,pesoGR
58562,625,ml,167164,pesoGR
58563,228,gr,145381,volumenCm3
58564,598,ml,937953,pesoGR
58565,933,ml,660163,volumenCm3
58566,30,ml,778202,volumenCm3
58567,893,ml,854782,volumenCm3
58568,405,ml,985910,volumenCm3
58569,889,ml,106664,pesoGR
58570,267,ml,155213,volumenCm3
58571,7,gr,183725,pesoGR
58572,207,ml,282196,pesoGR
58573,891,ml,354512,pesoGR
58574,218,gr,45157,volumenCm3
58575,682,gr,84091,pesoGR
58576,465,ml,985141,pesoGR
58577,915,gr,620168,pesoGR
58578,358,gr,596649,volumenCm3
58579,227,gr,349550,pesoGR
58580,11,gr,798973,volumenCm3
58581,835,ml,684795,volumenCm3
58582,324,ml,387911,pesoGR
58583,716,ml,354775,pesoGR
58584,116,ml,4053,volumenCm3
58585,738,ml,344767,volumenCm3
58586,832,ml,38290,volumenCm3
58587,960,gr,88247,pesoGR
58588,73,ml,291118,volumenCm3
58589,84,ml,671048,volumenCm3
58590,187,gr,186078,volumenCm3
58591,641,gr,209235,volumenCm3
58592,612,ml,114328,pesoGR
58593,252,ml,839800,pesoGR
58594,382,gr,617319,pesoGR
58595,25,ml,705287,pesoGR
58596,220,ml,128083,pesoGR
58597,255,ml,781556,pesoGR
58598,489,gr,875903,volumenCm3
58599,241,gr,37842,volumenCm3
58600,889,gr,281952,pesoGR
58601,628,gr,267070,pesoGR
58602,705,gr,344374,pesoGR
58603,620,gr,968030,pesoGR
58604,8,gr,391180,pesoGR
58605,988,gr,587963,pesoGR
58606,212,gr,229797,pesoGR
58607,159,ml,327992,volumenCm3
58608,827,gr,766634,pesoGR
58609,670,gr,103108,pesoGR
58610,197,ml,869686,pesoGR
58611,89,gr,987467,volumenCm3
58612,625,gr,280921,pesoGR
58613,108,gr,649435,volumenCm3
58614,134,ml,742929,volumenCm3
58615,315,ml,871392,volumenCm3
58616,481,gr,485183,volumenCm3
58617,252,gr,175721,pesoGR
58618,65,ml,21731,volumenCm3
58619,931,gr,714412,pesoGR
58620,343,gr,285018,volumenCm3
58621,741,gr,726596,volumenCm3
58622,194,gr,358764,pesoGR
58623,363,gr,216852,pesoGR
58624,481,ml,569799,pesoGR
58625,158,ml,198985,volumenCm3
58626,634,gr,387402,pesoGR
58627,445,ml,755597,volumenCm3
58628,610,ml,971984,volumenCm3
58629,259,ml,780974,volumenCm3
58630,234,gr,942670,volumenCm3
58631,53,ml,234050,pesoGR
58632,922,ml,147744,volumenCm3
58633,512,ml,675127,volumenCm3
58634,72,ml,339545,volumenCm3
58635,891,ml,40697,volumenCm3
58636,135,gr,437210,volumenCm3
58637,318,ml,511125,volumenCm3
58638,824,ml,156087,pesoGR
58639,137,ml,803161,pesoGR
58640,502,ml,617755,pesoGR
58641,371,gr,122204,pesoGR
58642,478,gr,798473,volumenCm3
58643,727,ml,424876,pesoGR
58644,502,gr,972878,pesoGR
58645,341,ml,644541,volumenCm3
58646,15,gr,659203,pesoGR
58647,349,gr,468447,volumenCm3
58648,626,ml,485301,pesoGR
58649,542,gr,726827,volumenCm3
58650,53,gr,727543,pesoGR
58651,529,ml,929797,volumenCm3
58652,218,ml,358864,volumenCm3
58653,33,gr,855691,pesoGR
58654,15,gr,294624,volumenCm3
58655,43,gr,340741,pesoGR
58656,812,ml,300731,volumenCm3
58657,777,ml,85266,volumenCm3
58658,25,gr,315420,pesoGR
58659,133,gr,776910,pesoGR
58660,148,gr,573811,volumenCm3
58661,526,gr,277612,volumenCm3
58662,630,ml,851491,pesoGR
58663,552,ml,556722,pesoGR
58664,571,gr,91216,pesoGR
58665,922,gr,770367,pesoGR
58666,960,gr,300692,pesoGR
58667,850,gr,148296,volumenCm3
58668,396,ml,167501,volumenCm3
58669,750,gr,381060,pesoGR
58670,342,gr,545512,pesoGR
58671,295,ml,175997,pesoGR
58672,287,gr,106122,volumenCm3
58673,709,gr,291921,pesoGR
58674,440,ml,754386,volumenCm3
58675,642,gr,416938,volumenCm3
58676,892,ml,932168,volumenCm3
58677,993,ml,147603,volumenCm3
58678,823,ml,432801,pesoGR
58679,664,ml,586874,pesoGR
58680,421,ml,746482,pesoGR
58681,92,ml,36641,volumenCm3
58682,367,gr,275022,pesoGR
58683,84,gr,627332,volumenCm3
58684,630,gr,720027,volumenCm3
58685,493,ml,762541,pesoGR
58686,656,ml,185775,pesoGR
58687,986,gr,356042,pesoGR
58688,825,gr,384098,volumenCm3
58689,733,gr,740220,pesoGR
58690,263,gr,537560,pesoGR
58691,79,gr,283914,volumenCm3
58692,640,ml,123988,volumenCm3
58693,457,ml,996113,volumenCm3
58694,869,ml,290369,pesoGR
58695,188,gr,386688,pesoGR
58696,265,gr,897198,volumenCm3
58697,340,ml,415142,volumenCm3
58698,217,gr,200761,pesoGR
58699,663,ml,556230,volumenCm3
58700,153,gr,372476,pesoGR
58701,374,gr,577776,pesoGR
58702,947,ml,739487,pesoGR
58703,341,ml,561892,pesoGR
58704,867,gr,68890,volumenCm3
58705,730,gr,264541,pesoGR
58706,845,gr,952027,pesoGR
58707,598,ml,350040,volumenCm3
58708,612,gr,215671,pesoGR
58709,449,ml,467132,pesoGR
58710,987,ml,971384,pesoGR
58711,8,ml,735485,pesoGR
58712,861,ml,597056,pesoGR
58713,301,ml,970565,pesoGR
58714,118,gr,866201,pesoGR
58715,210,ml,859445,volumenCm3
58716,816,ml,681760,volumenCm3
58717,546,gr,291054,volumenCm3
58718,982,gr,743727,pesoGR
58719,54,ml,780306,pesoGR
58720,898,ml,281191,volumenCm3
58721,77,gr,639789,volumenCm3
58722,203,gr,307945,pesoGR
58723,949,gr,601452,pesoGR
58724,81,ml,726102,volumenCm3
58725,116,gr,417875,volumenCm3
58726,971,ml,34413,volumenCm3
58727,107,ml,491516,volumenCm3
58728,440,gr,817037,volumenCm3
58729,581,ml,416833,volumenCm3
58730,33,gr,603741,pesoGR
58731,214,gr,730241,pesoGR
58732,60,ml,251061,volumenCm3
58733,91,ml,913872,volumenCm3
58734,71,ml,811849,volumenCm3
58735,993,ml,323134,volumenCm3
58736,463,ml,851997,pesoGR
58737,192,ml,721037,pesoGR
58738,772,ml,473112,volumenCm3
58739,509,ml,882453,volumenCm3
58740,130,gr,641930,pesoGR
58741,316,ml,898310,volumenCm3
58742,224,gr,857103,volumenCm3
58743,230,gr,230827,pesoGR
58744,624,ml,440285,pesoGR
58745,30,gr,296571,pesoGR
58746,509,ml,226423,volumenCm3
58747,881,ml,307298,volumenCm3
58748,153,ml,554459,volumenCm3
58749,73,gr,467613,volumenCm3
58750,156,gr,309335,volumenCm3
58751,796,ml,217985,volumenCm3
58752,348,gr,295169,volumenCm3
58753,190,ml,332966,volumenCm3
58754,128,ml,942589,volumenCm3
58755,497,gr,777772,pesoGR
58756,744,ml,107642,volumenCm3
58757,572,ml,334700,volumenCm3
58758,152,gr,894514,pesoGR
58759,29,ml,906276,volumenCm3
58760,138,ml,239513,volumenCm3
58761,891,ml,300249,pesoGR
58762,324,gr,687828,volumenCm3
58763,685,gr,883194,volumenCm3
58764,842,ml,837239,volumenCm3
58765,943,gr,614935,volumenCm3
58766,704,ml,58990,pesoGR
58767,470,ml,383520,volumenCm3
58768,4,ml,156924,pesoGR
58769,341,gr,9026,volumenCm3
58770,290,gr,507812,pesoGR
58771,791,ml,502021,pesoGR
58772,711,ml,702382,volumenCm3
58773,963,ml,190263,pesoGR
58774,893,ml,728088,volumenCm3
58775,98,ml,64183,pesoGR
58776,47,gr,258893,pesoGR
58777,763,ml,224693,volumenCm3
58778,829,gr,714574,pesoGR
58779,929,ml,592611,volumenCm3
58780,109,gr,172255,volumenCm3
58781,207,gr,20422,volumenCm3
58782,494,gr,185851,volumenCm3
58783,808,gr,386162,volumenCm3
58784,541,ml,49852,pesoGR
58785,999,gr,14851,volumenCm3
58786,134,ml,474626,pesoGR
58787,319,gr,264522,pesoGR
58788,906,gr,85754,pesoGR
58789,613,ml,111457,volumenCm3
58790,260,gr,58629,volumenCm3
58791,843,gr,361718,pesoGR
58792,30,gr,845276,volumenCm3
58793,338,ml,484247,pesoGR
58794,429,ml,733201,pesoGR
58795,132,ml,247866,pesoGR
58796,880,gr,963644,pesoGR
58797,65,gr,570030,pesoGR
58798,542,gr,931355,volumenCm3
58799,515,gr,416873,pesoGR
58800,760,gr,726618,volumenCm3
58801,710,ml,552767,volumenCm3
58802,117,gr,899410,volumenCm3
58803,553,gr,841181,volumenCm3
58804,48,gr,951084,volumenCm3
58805,920,gr,724786,volumenCm3
58806,605,ml,317582,volumenCm3
58807,938,ml,835648,volumenCm3
58808,451,gr,94479,pesoGR
58809,250,gr,540599,pesoGR
58810,287,gr,690537,pesoGR
58811,403,gr,477475,volumenCm3
58812,253,ml,654206,pesoGR
58813,566,gr,127543,pesoGR
58814,319,gr,641639,pesoGR
58815,805,ml,788783,volumenCm3
58816,996,gr,822050,volumenCm3
58817,335,gr,393641,volumenCm3
58818,519,gr,216399,volumenCm3
58819,149,ml,867359,volumenCm3
58820,866,gr,343154,pesoGR
58821,493,ml,905231,volumenCm3
58822,913,gr,285678,volumenCm3
58823,630,ml,317191,volumenCm3
58824,874,ml,519213,pesoGR
58825,393,gr,196538,pesoGR
58826,134,gr,751860,volumenCm3
58827,898,ml,761532,pesoGR
58828,188,gr,252529,volumenCm3
58829,310,ml,916388,pesoGR
58830,528,gr,129864,pesoGR
58831,969,gr,350524,pesoGR
58832,934,gr,175063,pesoGR
58833,495,gr,426108,volumenCm3
58834,145,ml,795248,pesoGR
58835,373,gr,922334,volumenCm3
58836,581,gr,925353,volumenCm3
58837,482,gr,212569,volumenCm3
58838,813,ml,447053,volumenCm3
58839,10,gr,549393,volumenCm3
58840,791,ml,916882,pesoGR
58841,315,ml,625569,pesoGR
58842,973,gr,168438,pesoGR
58843,160,gr,153703,pesoGR
58844,77,gr,921015,volumenCm3
58845,794,gr,373105,volumenCm3
58846,710,ml,736524,volumenCm3
58847,439,ml,49899,pesoGR
58848,188,gr,277301,pesoGR
58849,366,ml,208568,pesoGR
58850,954,gr,381913,volumenCm3
58851,247,ml,242609,pesoGR
58852,572,ml,532723,pesoGR
58853,566,ml,869547,volumenCm3
58854,737,gr,560357,volumenCm3
58855,485,ml,636219,pesoGR
58856,32,ml,816306,pesoGR
58857,523,ml,64758,volumenCm3
58858,219,ml,796218,pesoGR
58859,445,ml,383784,volumenCm3
58860,892,gr,76740,pesoGR
58861,54,ml,430800,volumenCm3
58862,530,gr,282449,pesoGR
58863,591,ml,552558,volumenCm3
58864,264,ml,785094,volumenCm3
58865,340,ml,847524,pesoGR
58866,530,gr,774220,volumenCm3
58867,309,ml,487806,pesoGR
58868,564,ml,628010,pesoGR
58869,196,gr,553178,pesoGR
58870,332,ml,799318,volumenCm3
58871,325,gr,897355,volumenCm3
58872,189,ml,947241,volumenCm3
58873,238,gr,218413,volumenCm3
58874,764,gr,662641,volumenCm3
58875,376,ml,103492,volumenCm3
58876,83,ml,533281,volumenCm3
58877,480,gr,616231,volumenCm3
58878,918,ml,935484,pesoGR
58879,180,ml,130179,volumenCm3
58880,482,ml,265105,volumenCm3
58881,820,gr,572318,pesoGR
58882,396,gr,721296,pesoGR
58883,971,gr,194894,pesoGR
58884,72,ml,390560,volumenCm3
58885,812,ml,935064,volumenCm3
58886,724,gr,857018,volumenCm3
58887,182,ml,452552,volumenCm3
58888,381,ml,903349,pesoGR
58889,337,gr,683530,pesoGR
58890,220,ml,971403,pesoGR
58891,842,ml,277040,pesoGR
58892,1000,gr,706312,volumenCm3
58893,150,gr,645982,pesoGR
58894,799,gr,947218,pesoGR
58895,45,gr,266157,volumenCm3
58896,113,gr,395466,volumenCm3
58897,813,ml,742919,pesoGR
58898,363,ml,624162,volumenCm3
58899,257,gr,851301,pesoGR
58900,596,ml,347117,volumenCm3
58901,324,gr,988968,pesoGR
58902,868,gr,461943,volumenCm3
58903,305,gr,819249,pesoGR
58904,598,ml,316248,pesoGR
58905,434,gr,18819,volumenCm3
58906,574,ml,738472,pesoGR
58907,968,ml,96331,pesoGR
58908,286,gr,656423,volumenCm3
58909,723,ml,806021,volumenCm3
58910,745,gr,722896,volumenCm3
58911,88,ml,151863,pesoGR
58912,221,ml,300556,pesoGR
58913,319,gr,387805,pesoGR
58914,47,gr,847935,pesoGR
58915,984,ml,405115,pesoGR
58916,220,gr,700085,volumenCm3
58917,926,ml,890607,pesoGR
58918,156,gr,550342,pesoGR
58919,795,gr,204283,volumenCm3
58920,948,ml,913104,volumenCm3
58921,314,gr,2018,pesoGR
58922,348,ml,238023,pesoGR
58923,791,ml,198645,pesoGR
58924,654,gr,449907,pesoGR
58925,97,ml,180227,pesoGR
58926,168,ml,235659,volumenCm3
58927,123,ml,955363,volumenCm3
58928,499,ml,619817,volumenCm3
58929,250,ml,791086,pesoGR
58930,779,gr,439226,volumenCm3
58931,694,gr,862340,pesoGR
58932,913,ml,17285,volumenCm3
58933,211,gr,337858,volumenCm3
58934,945,gr,174612,pesoGR
58935,892,ml,342856,pesoGR
58936,452,gr,872030,pesoGR
58937,641,gr,1371,pesoGR
58938,682,gr,784757,volumenCm3
58939,573,ml,746185,pesoGR
58940,331,gr,144112,volumenCm3
58941,483,ml,43074,pesoGR
58942,642,ml,452188,volumenCm3
58943,983,ml,632307,volumenCm3
58944,658,gr,628993,pesoGR
58945,431,gr,650859,pesoGR
58946,864,ml,910209,volumenCm3
58947,921,ml,631946,pesoGR
58948,598,ml,836928,volumenCm3
58949,786,gr,717780,volumenCm3
58950,681,ml,57601,volumenCm3
58951,87,ml,51814,pesoGR
58952,915,gr,223374,volumenCm3
58953,746,gr,852113,pesoGR
58954,282,ml,630901,volumenCm3
58955,43,ml,895705,pesoGR
58956,398,gr,59979,volumenCm3
58957,369,ml,64552,volumenCm3
58958,371,gr,132416,volumenCm3
58959,347,gr,823388,volumenCm3
58960,235,gr,881675,pesoGR
58961,747,ml,258115,volumenCm3
58962,55,gr,871296,pesoGR
58963,444,ml,462600,pesoGR
58964,302,ml,870369,volumenCm3
58965,214,gr,11157,pesoGR
58966,632,gr,500370,pesoGR
58967,558,gr,512599,pesoGR
58968,263,ml,436901,volumenCm3
58969,226,gr,671956,volumenCm3
58970,442,ml,399138,pesoGR
58971,286,ml,690300,pesoGR
58972,53,ml,657799,pesoGR
58973,997,ml,216118,pesoGR
58974,594,ml,951966,volumenCm3
58975,711,gr,837657,volumenCm3
58976,363,gr,358059,volumenCm3
58977,421,ml,117331,volumenCm3
58978,902,ml,508730,pesoGR
58979,252,ml,12701,pesoGR
58980,726,ml,269928,pesoGR
58981,18,ml,745810,pesoGR
58982,675,ml,538618,pesoGR
58983,39,gr,925711,pesoGR
58984,27,ml,904982,volumenCm3
58985,521,ml,272258,volumenCm3
58986,980,ml,3991,volumenCm3
58987,887,gr,100832,volumenCm3
58988,929,gr,761389,volumenCm3
58989,593,gr,866749,pesoGR
58990,960,ml,13688,volumenCm3
58991,551,ml,862020,volumenCm3
58992,311,gr,326141,volumenCm3
58993,571,gr,356940,volumenCm3
58994,615,gr,178769,pesoGR
58995,732,gr,643172,pesoGR
58996,918,gr,879364,volumenCm3
58997,18,ml,646929,pesoGR
58998,141,gr,742873,pesoGR
58999,411,gr,418901,pesoGR
59000,554,ml,941428,pesoGR
59001,351,gr,91055,volumenCm3
59002,419,gr,159943,pesoGR
59003,499,ml,217697,pesoGR
59004,231,gr,72633,pesoGR
59005,829,gr,719702,volumenCm3
59006,998,gr,526652,pesoGR
59007,356,gr,327401,volumenCm3
59008,294,gr,919835,volumenCm3
59009,145,gr,228303,pesoGR
59010,333,gr,771958,volumenCm3
59011,974,gr,308245,volumenCm3
59012,57,gr,894209,volumenCm3
59013,980,ml,681173,volumenCm3
59014,829,ml,638077,volumenCm3
59015,698,ml,765607,volumenCm3
59016,604,gr,727666,pesoGR
59017,68,ml,407044,volumenCm3
59018,71,gr,512342,pesoGR
59019,567,gr,932222,pesoGR
59020,600,gr,642779,volumenCm3
59021,357,ml,204415,volumenCm3
59022,892,ml,63432,volumenCm3
59023,986,gr,366603,volumenCm3
59024,445,ml,3717,pesoGR
59025,922,ml,311327,volumenCm3
59026,492,gr,877562,volumenCm3
59027,537,ml,630452,pesoGR
59028,562,ml,814000,volumenCm3
59029,650,ml,440325,pesoGR
59030,317,gr,180985,volumenCm3
59031,815,gr,381748,volumenCm3
59032,195,ml,353602,volumenCm3
59033,741,gr,59664,pesoGR
59034,330,gr,533972,pesoGR
59035,637,ml,326762,pesoGR
59036,281,gr,436479,pesoGR
59037,819,gr,545808,volumenCm3
59038,560,ml,460518,pesoGR
59039,991,gr,288748,pesoGR
59040,610,gr,778593,pesoGR
59041,866,ml,673104,pesoGR
59042,396,ml,445744,pesoGR
59043,759,gr,944205,pesoGR
59044,592,ml,177267,pesoGR
59045,983,gr,800274,pesoGR
59046,907,ml,329005,volumenCm3
59047,682,ml,192271,volumenCm3
59048,792,gr,443087,pesoGR
59049,417,gr,189055,pesoGR
59050,514,ml,748344,pesoGR
59051,207,gr,982142,volumenCm3
59052,788,gr,38408,pesoGR
59053,54,ml,276603,volumenCm3
59054,311,ml,120582,volumenCm3
59055,518,gr,515933,volumenCm3
59056,363,ml,15474,pesoGR
59057,293,ml,187341,volumenCm3
59058,38,gr,710341,volumenCm3
59059,741,ml,203863,pesoGR
59060,780,ml,374556,volumenCm3
59061,340,gr,298733,volumenCm3
59062,933,gr,434946,pesoGR
59063,641,gr,196990,volumenCm3
59064,612,ml,662535,volumenCm3
59065,344,ml,254270,volumenCm3
59066,15,gr,96952,pesoGR
59067,223,gr,199529,volumenCm3
59068,703,ml,783370,pesoGR
59069,973,gr,673825,volumenCm3
59070,503,ml,563499,pesoGR
59071,689,ml,792677,volumenCm3
59072,815,gr,971181,pesoGR
59073,80,ml,865754,pesoGR
59074,142,ml,198174,pesoGR
59075,676,ml,463953,volumenCm3
59076,615,gr,85416,volumenCm3
59077,267,ml,97098,volumenCm3
59078,548,gr,197075,volumenCm3
59079,135,ml,628484,pesoGR
59080,180,gr,316468,volumenCm3
59081,477,ml,836919,pesoGR
59082,30,gr,708964,pesoGR
59083,331,ml,291263,pesoGR
59084,626,gr,400478,pesoGR
59085,309,ml,181123,volumenCm3
59086,154,gr,848746,pesoGR
59087,902,gr,823048,volumenCm3
59088,313,ml,481542,pesoGR
59089,642,ml,466811,volumenCm3
59090,318,ml,955330,volumenCm3
59091,97,gr,40547,volumenCm3
59092,793,gr,31270,volumenCm3
59093,162,gr,376248,volumenCm3
59094,291,ml,145561,volumenCm3
59095,473,gr,512072,pesoGR
59096,752,gr,185050,pesoGR
59097,732,gr,333486,volumenCm3
59098,363,gr,156445,volumenCm3
59099,634,ml,719194,pesoGR
59100,407,gr,367228,pesoGR
59101,294,gr,515113,pesoGR
59102,587,ml,808523,pesoGR
59103,91,ml,294484,volumenCm3
59104,897,ml,284573,pesoGR
59105,830,ml,523395,pesoGR
59106,631,ml,229520,pesoGR
59107,957,gr,915115,volumenCm3
59108,958,ml,130673,volumenCm3
59109,950,ml,714821,pesoGR
59110,676,gr,471887,pesoGR
59111,284,gr,94676,pesoGR
59112,184,ml,987128,pesoGR
59113,164,ml,960439,volumenCm3
59114,626,ml,764976,pesoGR
59115,614,gr,196278,volumenCm3
59116,730,gr,152826,volumenCm3
59117,909,ml,408757,volumenCm3
59118,898,gr,122393,volumenCm3
59119,135,gr,903022,volumenCm3
59120,895,ml,120964,pesoGR
59121,436,gr,948372,pesoGR
59122,889,gr,514973,pesoGR
59123,60,gr,825804,volumenCm3
59124,871,gr,33884,volumenCm3
59125,329,gr,427913,pesoGR
59126,155,gr,467603,volumenCm3
59127,81,gr,269752,volumenCm3
59128,145,gr,830002,pesoGR
59129,332,ml,192503,pesoGR
59130,71,ml,145975,volumenCm3
59131,301,gr,695884,volumenCm3
59132,283,ml,590301,pesoGR
59133,789,ml,393584,volumenCm3
59134,372,ml,7000,volumenCm3
59135,89,ml,900715,volumenCm3
59136,622,ml,532410,pesoGR
59137,559,ml,216099,pesoGR
59138,689,gr,411014,pesoGR
59139,590,gr,33263,volumenCm3
59140,422,ml,699229,volumenCm3
59141,168,ml,391022,volumenCm3
59142,663,ml,221236,pesoGR
59143,146,gr,298577,volumenCm3
59144,817,gr,922036,pesoGR
59145,973,ml,658502,pesoGR
59146,294,gr,541031,pesoGR
59147,828,ml,872717,pesoGR
59148,314,ml,662246,volumenCm3
59149,348,ml,384698,volumenCm3
59150,63,ml,616517,volumenCm3
59151,943,gr,397281,pesoGR
59152,793,gr,508279,volumenCm3
59153,103,gr,922311,volumenCm3
59154,484,gr,715042,pesoGR
59155,504,ml,16,pesoGR
59156,377,ml,382595,volumenCm3
59157,639,gr,317835,volumenCm3
59158,936,ml,701197,volumenCm3
59159,327,gr,730876,volumenCm3
59160,714,gr,579169,pesoGR
59161,769,ml,810006,pesoGR
59162,175,gr,471216,volumenCm3
59163,739,ml,40770,pesoGR
59164,63,gr,309765,volumenCm3
59165,697,gr,221357,pesoGR
59166,662,gr,174747,pesoGR
59167,299,gr,503518,volumenCm3
59168,756,ml,135708,pesoGR
59169,231,gr,460480,pesoGR
59170,23,gr,898714,pesoGR
59171,922,gr,948542,volumenCm3
59172,578,ml,135167,volumenCm3
59173,865,ml,919071,pesoGR
59174,498,ml,112568,pesoGR
59175,651,gr,474256,pesoGR
59176,41,gr,565870,volumenCm3
59177,807,gr,2288,volumenCm3
59178,3,ml,478212,pesoGR
59179,376,gr,289271,pesoGR
59180,82,ml,23888,volumenCm3
59181,290,ml,18544,pesoGR
59182,230,ml,616480,pesoGR
59183,635,ml,177258,volumenCm3
59184,855,gr,32346,volumenCm3
59185,915,ml,786534,volumenCm3
59186,965,ml,779210,pesoGR
59187,897,ml,850698,pesoGR
59188,330,ml,751574,volumenCm3
59189,183,ml,437918,pesoGR
59190,696,gr,453982,volumenCm3
59191,58,gr,221959,volumenCm3
59192,349,ml,179221,pesoGR
59193,428,gr,628178,pesoGR
59194,373,gr,612671,volumenCm3
59195,669,ml,380376,pesoGR
59196,936,ml,860467,volumenCm3
59197,563,gr,772540,pesoGR
59198,482,ml,324831,volumenCm3
59199,919,gr,414505,pesoGR
59200,355,ml,895043,pesoGR
59201,639,ml,730659,volumenCm3
59202,629,gr,541518,volumenCm3
59203,345,ml,845605,pesoGR
59204,490,ml,259357,volumenCm3
59205,508,gr,823394,volumenCm3
59206,194,gr,546592,pesoGR
59207,912,gr,817069,pesoGR
59208,468,ml,610219,pesoGR
59209,125,ml,581459,pesoGR
59210,893,ml,931946,pesoGR
59211,864,gr,94527,volumenCm3
59212,843,gr,141322,volumenCm3
59213,376,gr,589607,pesoGR
59214,522,ml,453888,pesoGR
59215,825,gr,744271,pesoGR
59216,742,gr,106670,volumenCm3
59217,311,ml,397816,pesoGR
59218,540,gr,993025,pesoGR
59219,106,ml,673173,pesoGR
59220,18,ml,350001,pesoGR
59221,295,gr,991853,volumenCm3
59222,609,ml,282523,volumenCm3
59223,863,gr,509596,pesoGR
59224,774,gr,706706,pesoGR
59225,893,ml,188218,pesoGR
59226,521,ml,260269,pesoGR
59227,309,ml,978721,pesoGR
59228,246,ml,574898,volumenCm3
59229,912,gr,527751,pesoGR
59230,120,gr,600074,volumenCm3
59231,702,gr,328115,pesoGR
59232,750,gr,918805,volumenCm3
59233,391,ml,36549,pesoGR
59234,681,gr,206226,volumenCm3
59235,511,gr,842791,volumenCm3
59236,482,gr,835733,pesoGR
59237,111,ml,511798,volumenCm3
59238,364,ml,589706,volumenCm3
59239,387,gr,15685,pesoGR
59240,152,ml,995360,pesoGR
59241,7,gr,499311,pesoGR
59242,172,gr,209281,volumenCm3
59243,276,ml,651431,pesoGR
59244,558,gr,618705,volumenCm3
59245,92,gr,390024,pesoGR
59246,441,ml,900286,volumenCm3
59247,742,gr,82884,volumenCm3
59248,233,ml,847539,volumenCm3
59249,28,ml,646009,volumenCm3
59250,609,gr,631854,volumenCm3
59251,134,gr,721095,volumenCm3
59252,892,ml,408274,pesoGR
59253,824,gr,535528,pesoGR
59254,560,ml,272481,pesoGR
59255,253,ml,178083,pesoGR
59256,629,gr,29247,volumenCm3
59257,24,ml,430377,pesoGR
59258,114,gr,230040,pesoGR
59259,497,ml,951768,pesoGR
59260,690,gr,148233,pesoGR
59261,976,ml,744457,pesoGR
59262,282,ml,204567,pesoGR
59263,571,gr,513874,volumenCm3
59264,382,gr,496018,volumenCm3
59265,423,ml,92181,pesoGR
59266,542,ml,926188,pesoGR
59267,842,gr,491713,pesoGR
59268,783,ml,956210,volumenCm3
59269,762,ml,842128,volumenCm3
59270,809,ml,895333,pesoGR
59271,652,ml,478067,pesoGR
59272,719,gr,845770,volumenCm3
59273,611,gr,916549,pesoGR
59274,586,ml,153669,volumenCm3
59275,344,ml,547462,pesoGR
59276,340,ml,767237,pesoGR
59277,20,gr,431016,pesoGR
59278,726,gr,100004,pesoGR
59279,795,gr,668689,volumenCm3
59280,375,ml,21424,pesoGR
59281,976,ml,965682,pesoGR
59282,96,ml,621737,pesoGR
59283,108,gr,960457,volumenCm3
59284,514,ml,212530,volumenCm3
59285,855,gr,753330,pesoGR
59286,604,ml,764957,volumenCm3
59287,321,ml,923706,pesoGR
59288,874,gr,492588,volumenCm3
59289,207,ml,55814,volumenCm3
59290,255,gr,781659,pesoGR
59291,443,ml,299541,pesoGR
59292,98,gr,95839,pesoGR
59293,749,gr,486659,pesoGR
